rent,deposit,layout,area,orientation,floor,decoration,type,compound,street,house_id
1700,付3押1,1室1厅1卫,68平方米,朝南,高层(共6层),简单装修,普通住宅,植园里,南开 八里台,3.11E+15
2100,付3押1,2室1厅1卫,60平方米,朝南,高层(共6层),简单装修,普通住宅,佳园南里,红桥 双环街,3.11E+15
3900,付3押1,2室1厅1卫,80平方米,东西,低层(共6层),简单装修,普通住宅,卫华里(和平),和平,3.11E+15
2100,付3押1,2室1厅1卫,78平方米,朝南,低层(共6层),简单装修,普通住宅,宸宜花园,北辰 普东街,3.11E+15
5800,面议,4室1厅2卫,133.6平方米,南北,共1层,简单装修,普通住宅,金典花园, ,3.11E+15
1300,付3押1,2室2厅1卫,110平方米,南北,共5层,简单装修,普通住宅,九通家园, ,3.11E+15
1450,付3押1,2室1厅1卫,55.9平方米,南北,高层(共6层),简单装修,普通住宅,昌图楼,红桥 咸阳北路街,3.11E+15
2900,付3押1,3室1厅2卫,180平方米,南北,低层(共6层),简单装修,普通住宅,翠涛里,北辰 宜兴埠,3.11E+15
2200,付3押1,1室1厅1卫,46.8平方米,南北,低层(共6层),简单装修,普通住宅,金波里,河北 望海楼街,3.11E+15
650,面议,1室1厅1卫,76平方米,南北,中层(共6层),简单装修,普通住宅,宝鑫景苑,宝坻 海滨街,3.11E+15
1450,付3押1,1室1厅1卫,39平方米,朝南,高层(共6层),简单装修,普通住宅,振宜里,河北 铁东路街,3.11E+15
2400,付3押1,2室1厅1卫,42.5平方米,朝东,高层(共7层),简单装修,普通住宅,珠波里,河西 越秀路,3.10E+15
1800,付3押1,1室1厅1卫,43.2平方米,南北,高层(共7层),简单装修,普通住宅,荣兴温泉公寓,河东 大直沽,3.11E+15
2500,付3押1,2室1厅1卫,31平方米,朝东,中层(共7层),简单装修,普通住宅,积庆里,河西 大营门,3.11E+15
3200,付3押1,1室1厅1卫,53平方米,东南,低层(共32层),简单装修,普通住宅,吉利花园,和平 南营门,3.11E+15
1620,付3押1,1室1厅1卫,49平方米,朝南,高层(共6层),简单装修,普通住宅,佳宁里,红桥 双环街,3.11E+15
1800,付3押1,2室1厅1卫,53.9平方米,朝东,高层(共6层),简单装修,普通住宅,日远里,河北 鸿顺里街,3.11E+15
1400,付3押1,1室1厅1卫,36.9平方米,朝东,中层(共8层),简单装修,普通住宅,新城小区,河西 挂甲寺,3.11E+15
1900,付3押1,1室1厅1卫,38平方米,南北,高层(共6层),简单装修,普通住宅,堤东里,南开 王顶堤,3.11E+15
1600,面议,1室1厅1卫,43.2平方米,西北,高层(共7层),简单装修,普通住宅,宫前园,河东 大直沽,3.11E+15
1300,面议,3室2厅1卫,70平方米,朝南,共5层,简单装修,其他,香港建鑫城, ,3.11E+15
1700,付3押1,1室1厅1卫,41平方米,朝南,高层(共8层),简单装修,普通住宅,新城小区,河西 挂甲寺,3.05E+15
8500,付3押1,1室0厅1卫,47.1平方米,南北,共3层,精装修,普通住宅,马场道小区(40-56号)(和平),和平,3.02E+15
2000,付3押1,1室1厅1卫,46平方米,朝东,高层(共6层),简单装修,普通住宅,义兴里,南开 万兴街,3.11E+15
1650,付3押1,1室1厅1卫,24.9平方米,朝南,中层(共6层),简单装修,普通住宅,临平里,南开 向阳路,3.04E+15
1400,付1押1,1室1厅1卫,33平方米,朝南,高层(共6层),简单装修,普通住宅,靖泰里,河东 常州道,3.11E+15
870,付1押1,1室1厅1卫,43平方米,朝南,共5层,简单装修,普通住宅,光明里(津南),津南 咸水沽,3.11E+15
1800,付3押1,1室1厅1卫,34.9平方米,朝南,中层(共8层),简单装修,普通住宅,红波里,河西 越秀路,3.11E+15
1800,付3押1,1室1厅1卫,61平方米,东西,中层(共6层),简单装修,普通住宅,佳宁里,红桥 双环街,3.11E+15
1250,年付押1,1室1厅1卫,70平方米,南北,高层(共11层),简单装修,普通住宅,金河家园,东丽 大毕庄镇,3.11E+15
1300,付3押1,1室1厅1卫,69.8平方米,南北,高层(共6层),简单装修,普通住宅,万新公寓,东丽 程林街,3.11E+15
1300,付3押1,2室1厅1卫,86平方米,南北,高层(共6层),简单装修,普通住宅,安达里(滨海),滨海,3.11E+15
3500,付3押1,2室2厅1卫,53.2平方米,朝北,低层(共6层),简单装修,普通住宅,港建里,河西 大营门,3.11E+15
1800,付3押1,1室1厅1卫,40.3平方米,朝南,低层(共6层),简单装修,普通住宅,西园南里,河西 友谊路,3.11E+15
1300,半年付押1,2室1厅1卫,89平方米,南北,中层(共6层),简单装修,普通住宅,华盛里(东丽),东丽,3.11E+15
1600,付3押1,1室1厅1卫,57.4平方米,南北,中层(共6层),简单装修,普通住宅,长平西里,红桥 丁字沽街,3.11E+15
1900,付3押1,1室1厅1卫,63.6平方米,东南,中层(共28层),简单装修,普通住宅,通达新苑,河北 江都路街,3.11E+15
850,半年付,1室1厅1卫,44.5平方米,朝南,低层(共6层),简单装修,普通住宅,王园北里家园公寓,汉沽 汉沽街,2.99E+15
1600,付3押1,1室1厅1卫,23.9平方米,朝东,高层(共8层),简单装修,普通住宅,新城小区,河西 挂甲寺,3.06E+15
1300,付3押1,1室1厅1卫,36.9平方米,朝南,共4层,简单装修,普通住宅,兴华里(塘沽),塘沽 杭州道街,3.11E+15
1300,付3押1,1室1厅1卫,22平方米,朝南,共5层,简单装修,普通住宅,双山里, ,3.11E+15
1400,付3押1,2室1厅1卫,50平方米,朝南,共5层,简单装修,普通住宅,粤江里, ,3.11E+15
650,付1押1,1室0厅1卫,40平方米,南北,高层(共11层),简单装修, ,惠昊商住,武清 杨村街,3.11E+15
1300,付3押1,3室2厅1卫,110平方米,南北,高层(共6层),简单装修,普通住宅,育才里(津南),津南,3.11E+15
2000,付3押1,2室1厅1卫,71平方米,南北,中层(共6层),简单装修,普通住宅,映日嘉园,河东 二号桥,3.11E+15
2500,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,宾水北里,河西 天塔,3.11E+15
1300,付3押1,2室1厅1卫,76.5平方米,南北,中层(共6层),简单装修,普通住宅,城际美景,北辰 双街镇,3.01E+15
1800,付3押1,1室1厅1卫,42平方米,朝东,中层(共7层),简单装修,普通住宅,元吉里,河北 鸿顺里街,3.11E+15
1300,面议,3室2厅1卫,106平方米,朝南,高层(共6层),简单装修,普通住宅,广厦西里,武清 杨村街,3.11E+15
1400,付3押1,1室1厅1卫,56.2平方米,朝南,高层(共6层),简单装修,普通住宅,燕宇新城,红桥 西沽街,3.11E+15
1300,面议,2室2厅1卫,94.5平方米,南北,低层(共11层),简单装修,普通住宅,天锦园,宝坻 海滨街,3.11E+15
1900,付3押1,1室1厅1卫,35平方米,朝西,中层(共8层),简单装修,普通住宅,西楼北里,河西 桃园街,3.11E+15
2500,面议,1室1厅1卫,60平方米,朝南,高层(共7层),简单装修,普通住宅,景湖里,南开 学府街,3.11E+15
2300,付3押1,1室1厅1卫,68平方米,朝南,高层(共6层),简单装修,普通住宅,水蓝花园,南开 水上公园,3.11E+15
2500,付3押1,2室1厅1卫,60平方米,朝北,高层(共7层),简单装修,普通住宅,卫安南里,南开 广开街,3.11E+15
1800,付3押1,1室1厅1卫,21.3平方米,朝南,共5层,简单装修,普通住宅,平湖东里, ,3.11E+15
1500,半年付押1,2室1厅1卫,90平方米,南北,低层(共11层),简单装修,普通住宅,金河家园,东丽 大毕庄镇,3.11E+15
1900,付3押1,1室1厅1卫,41.4平方米,朝南,中层(共7层),简单装修,普通住宅,昆璞里,河北 鸿顺里街,3.11E+15
1350,付3押1,1室1厅1卫,31平方米,朝南,共5层,简单装修,普通住宅,朝阳新村, ,3.09E+15
1600,面议,1室1厅1卫,52平方米,朝北,低层(共6层),简单装修,普通住宅,舒园里,河北 宁园街,3.11E+15
1900,付3押1,1室1厅1卫,40平方米,朝南,低层(共6层),简单装修,普通住宅,康华里,红桥 铃铛阁街,3.11E+15
1500,付3押1,1室1厅1卫,32.4平方米,东南,中层(共7层),简单装修,普通住宅,隆新里,河北 光复道街,3.11E+15
1400,面议,2室1厅1卫,75平方米,朝南,中层(共11层),简单装修,普通住宅,风雅苑,北辰 大张庄镇,3.11E+15
1700,付3押1,1室1厅1卫,34平方米,朝北,中层(共7层),简单装修,普通住宅,同发里(和平),和平,3.11E+15
2600,付3押1,2室1厅1卫,55平方米,朝南,中层(共6层),简单装修,普通住宅,风湖里,南开 学府街,3.11E+15
1700,付3押1,1室1厅1卫,34平方米,朝北,中层(共7层),简单装修,普通住宅,同发里(和平),和平,3.11E+15
2600,付3押1,2室1厅1卫,55平方米,朝南,中层(共6层),简单装修,普通住宅,风湖里,南开 学府街,3.11E+15
950,半年付,1室1厅1卫,60平方米,朝南,共4层,简单装修,普通住宅,荷信苑, ,3.11E+15
1300,付3押1,1室1厅1卫,37.3平方米,朝南,高层(共7层),简单装修,普通住宅,西青道楼,红桥 p公庄街,3.11E+15
2000,付3押1,1室1厅1卫,53.3平方米,南北,高层(共7层),简单装修,普通住宅,雅云里,南开 长虹街,3.11E+15
900,付3押1,2室1厅1卫,52平方米,南北,共3层,精装修,普通住宅,九龙里, ,3.11E+15
1500,付3押1,1室1厅1卫,33平方米,朝东,高层(共7层),简单装修,普通住宅,新城小区,河西 挂甲寺,3.04E+15
1300,付3押1,3室2厅2卫,105平方米,南北,低层(共8层),简单装修,普通住宅,中昂安纳西小镇,静海 团泊镇,3.11E+15
1400,付3押1,2室1厅1卫,101平方米,朝西,中层(共17层),简单装修,普通住宅,菁华津城,塘沽 胡家园街,3.11E+15
800,付3押1,1室1厅1卫,32平方米,南北,高层(共6层),简单装修,普通住宅,育才里(津南),津南,3.11E+15
1600,付3押1,1室1厅1卫,32.2平方米,朝南,中层(共6层),简单装修,普通住宅,彩霞里,南开 向阳路,3.11E+15
2300,付3押1,1室1厅1卫,46.5平方米,朝东,低层(共16层),简单装修,普通住宅,摩登天空凤仪园,南开 兴南街,3.04E+15
1800,付3押1,1室1厅1卫,40平方米,南北,低层(共6层),毛坯,普通住宅,义兴南里,南开 万兴街,3.11E+15
1300,付3押1,1室1厅0卫,58.6平方米,朝南,中层(共17层),简单装修,普通住宅,泰达海澜花园,塘沽 渤海石油街,3.11E+15
1500,付3押1,1室1厅1卫,67平方米,南北,中层(共7层),简单装修,普通住宅,园丁公寓,河西 柳林,3.11E+15
1700,面议,3室2厅1卫,127平方米,朝南,高层(共6层),简单装修,普通住宅,平安里(武清),武清,3.11E+15
900,付3押1,1室1厅1卫,38平方米,朝东,中层(共6层),简单装修,普通住宅,朝阳里(北辰),北辰,3.08E+15
2000,付3押1,2室1厅1卫,56平方米,南北,共5层,简单装修,普通住宅,密云里, ,3.11E+15
1600,付3押1,2室1厅1卫,66.5平方米,南北,高层(共6层),简单装修,普通住宅,东升里(北辰),北辰,3.11E+15
1400,付3押1,1室1厅1卫,56平方米,朝南,中层(共11层),简单装修,普通住宅,鑫港园,津南 双港,3.11E+15
1300,付3押1,2室1厅1卫,61平方米,南北,低层(共6层),简单装修,普通住宅,振业里,大港 迎宾街,3.04E+15
1400,付3押1,1室1厅1卫,64平方米,朝南,高层(共7层),简单装修,普通住宅,金凤里(北辰),北辰,3.11E+15
2400,付3押1,1室1厅1卫,36.9平方米,朝南,低层(共6层),简单装修,普通住宅,耀远里,南开 兴南街,3.07E+15
1800,面议,2室1厅1卫,57.5平方米,朝南,中层(共6层),简单装修,普通住宅,佳园南里,红桥 双环街,3.11E+15
1650,付1押1,1室1厅1卫,22平方米,朝西,中层(共6层),简单装修,普通住宅,春香里,南开 万兴街,3.11E+15
2900,付3押1,2室1厅1卫,59平方米,东西,共5层,简单装修,普通住宅,敬重里, ,3.11E+15
2300,付3押1,1室1厅1卫,55.9平方米,朝北,中层(共14层),简单装修,普通住宅,安德公寓,河西 桃园街,3.11E+15
1800,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,容彩里,河北 王串场街,3.11E+15
1300,付3押1,1室1厅1卫,57平方米,南北,中层(共6层),简单装修,普通住宅,讷河里,北辰 集贤里,3.11E+15
2100,付3押1,2室1厅1卫,50.1平方米,南北,中层(共6层),简单装修,普通住宅,月秋里,河北 鸿顺里街,3.07E+15
1300,付3押1,1室1厅1卫,59.9平方米,南北,低层(共18层),简单装修,普通住宅,辽河园,北辰 宜兴埠,3.11E+15
1400,付3押1,1室1厅1卫,38平方米,朝南,共4层,简单装修,普通住宅,兴华里(塘沽),塘沽 杭州道街,3.11E+15
2000,付3押1,2室1厅1卫,50平方米,朝南,中层(共6层),简单装修,普通住宅,彩霞里,南开 向阳路,3.11E+15
2900,付3押1,2室1厅1卫,58平方米,朝东,低层(共7层),简单装修,普通住宅,气象西里,和平 南营门,3.02E+15
2500,付3押1,2室1厅1卫,72.2平方米,东西,低层(共7层),简单装修,普通住宅,昆石里,河北 望海楼街,3.11E+15
1900,半年付,3室2厅2卫,118.4平方米,东南,高层(共11层),简单装修, ,大张庄镇,北辰 大张庄镇,2.99E+15
1600,付3押1,2室1厅1卫,92平方米,东西,高层(共6层),精装修,普通住宅,万达新城普旺里,北辰 普东街,3.11E+15
2100,付3押1,2室1厅1卫,84平方米,南北,低层(共6层),简单装修,普通住宅,任贤里,河北 铁东路街,3.11E+15
1300,付3押1,1室0厅1卫,30平方米,朝南,共5层,简单装修,普通住宅,黄埔里, ,3.11E+15
1000,面议,2室1厅1卫,86.2平方米,南北,中层(共6层),简单装修,普通住宅,泰达金色领地,宝坻 钰华街,3.11E+15
2700,付3押1,2室2厅1卫,97平方米,南北,中层(共6层),简单装修,普通住宅,瑞地里小区,南开 八里台,3.11E+15
1700,付3押1,1室1厅1卫,58.6平方米,南北,高层(共6层),简单装修,普通住宅,千禧园(西区),西区,3.11E+15
1300,付3押1,1室1厅1卫,31平方米,朝南,低层(共6层),简单装修,普通住宅,建湖里,河北 建昌道街,3.11E+15
1300,付3押1,2室1厅1卫,78平方米,南北,低层(共6层),简单装修,普通住宅,广悦里,西青 杨柳青,3.11E+15
2200,付3押1,3室1厅1卫,103平方米,南北,低层(共6层),简单装修,普通住宅,水岸华庭(西青),西青,3.11E+15
2600,付3押1,2室1厅1卫,48平方米,朝东,低层(共7层),精装修,普通住宅,雅美里,南开 长虹街,3.11E+15
1300,面议,2室2厅1卫,91.3平方米,南北,低层(共6层),简单装修,普通住宅,时代花园(蓟县),蓟县,3.11E+15
3200,付3押1,2室1厅1卫,96.7平方米,南北,高层(共6层),简单装修,普通住宅,日华里,南开 华苑,3.11E+15
1200,面议,3室2厅1卫,113平方米,南北,共5层,简单装修,普通住宅,地税公寓, ,3.11E+15
2300,付1押1,2室0厅1卫,60平方米,东北,中层(共6层),简单装修,普通住宅,稚优里,南开 水上公园,3.11E+15
2200,付3押1,2室2厅1卫,99.5平方米,朝南,低层(共6层),简单装修,普通住宅,海晶南园,塘沽 西大沽街,3.11E+15
1300,付3押1,2室1厅1卫,58平方米,朝南,中层(共8层),简单装修,普通住宅,瀛台里,北辰 果园新村,3.11E+15
1400,付3押1,1室1厅1卫,40平方米,朝南,低层(共6层),简单装修,普通住宅,天琴里,河东 富民路,3.11E+15
2100,付3押1,2室1厅1卫,66.3平方米,南北,低层(共6层),简单装修,普通住宅,潞河园,红桥 丁字沽街,3.11E+15
3300,付3押1,2室1厅1卫,58.4平方米,南北,高层(共6层),精装修,普通住宅,春梅楼,河西 下瓦房,3.11E+15
1700,付3押1,2室2厅2卫,116.4平方米,南北,高层(共7层),简单装修,普通住宅,万隆桃香园,北辰 天穆,3.11E+15
2000,付3押1,2室1厅1卫,60平方米,朝北,低层(共6层),简单装修,普通住宅,华昌南里,河东 唐口,3.11E+15
833,半年付,2室1厅1卫,77平方米,朝南,中层(共6层),简单装修,普通住宅,广建里,津南 咸水沽,3.11E+15
1300,付3押1,1室1厅1卫,58.8平方米,朝南,高层(共32层),简单装修,普通住宅,惠安花园,津南 咸水沽,3.11E+15
1600,付3押1,2室1厅1卫,73平方米,南北,中层(共6层),简单装修,普通住宅,天辰公寓,北辰 北仓,3.11E+15
1100,付3押1,2室1厅1卫,52平方米,南北,共5层,简单装修,普通住宅,同盛里(西青),西青 杨柳青,3.11E+15
900,付3押1,1室1厅1卫,47平方米,朝南,共5层,简单装修,普通住宅,三春里, ,3.09E+15
4000,付3押1,1室1厅1卫,37.5平方米,西南,低层(共6层),精装修,普通住宅,泰华里,和平 体育馆,3.11E+15
2400,付3押1,2室1厅1卫,68.2平方米,南北,中层(共6层),简单装修,普通住宅,莹津里,河北 王串场街,3.11E+15
1600,付3押1,3室2厅1卫,109平方米,南北,中层(共26层),简单装修,普通住宅,融创东岸名郡,北辰 双街镇,3.09E+15
2700,付3押1,2室1厅1卫,90平方米,南北,高层(共6层),简单装修,普通住宅,凌奥花园,南开 体育中心,3.11E+15
2000,付3押1,1室1厅1卫,40平方米,朝西,高层(共7层),简单装修,普通住宅,源德里,南开 兴南街,3.11E+15
450,面议,2室2厅1卫,86平方米,朝南,高层(共21层),毛坯,普通住宅,浩润嘉苑,宝坻 潮阳街,3.11E+15
2000,付3押1,2室1厅1卫,62平方米,朝南,中层(共6层),简单装修,普通住宅,佳春里,红桥 双环街,3.11E+15
1300,付1押1,1室1厅1卫,32平方米,朝南,中层(共6层),简单装修,普通住宅,南海里,河西 柳林,3.11E+15
3800,付3押1,2室1厅1卫,53平方米,南北,中层(共6层),精装修,普通住宅,存诚里,河西 下瓦房,3.11E+15
2600,面议,2室1厅1卫,45平方米,西南,高层(共15层),简单装修,普通住宅,十四经路8号院,河东 大王庄,3.11E+15
1300,付3押1,1室1厅1卫,40平方米,朝南,高层(共6层),简单装修,普通住宅,大同门西里,红桥 西于庄街,3.11E+15
1900,付3押1,2室1厅1卫,60.8平方米,东南,高层(共6层),简单装修,普通住宅,园川里,南开 嘉陵道,3.11E+15
2000,付3押1,2室1厅1卫,70.3平方米,南北,低层(共6层),简单装修,普通住宅,晓园新村,开发区 第一大街,3.11E+15
1450,付1押1,1室1厅1卫,43.5平方米,朝南,低层(共6层),简单装修,普通住宅,盛宇里,河北 王串场街,3.11E+15
1500,付3押1,1室1厅1卫,55平方米,朝南,低层(共7层),简单装修,普通住宅,宜君里,南开 向阳路,3.10E+15
600,付1押1,1室1厅1卫,30平方米,朝南,共5层,简单装修, ,校苑小区, ,2.66E+15
1450,付3押1,1室1厅1卫,35平方米,南北,低层(共7层),简单装修,普通住宅,风光里,红桥 丁字沽街,3.11E+15
2700,付3押1,1室1厅1卫,53平方米,朝西,中层(共16层),简单装修,普通住宅,摩登天空凤仪园,南开 兴南街,3.10E+15
1200,付3押1,1室1厅1卫,58.3平方米,朝南,高层(共6层),简单装修,普通住宅,宝业馨苑,津南 咸水沽,3.11E+15
1500,付3押1,2室1厅1卫,64平方米,南北,高层(共6层),简单装修,普通住宅,津塘路187号小区,河东 二号桥,3.06E+15
1500,付3押1,1室1厅1卫,43平方米,朝东,中层(共6层),简单装修,普通住宅,益鑫里,红桥 p公庄街,3.11E+15
2200,付3押1,2室1厅2卫,88平方米,南北,高层(共6层),简单装修,普通住宅,鼎发家园,红桥 p公庄街,3.11E+15
2000,半年付,3室2厅1卫,125平方米,朝南,中层(共11层),简单装修,普通住宅,博雅花园(津南),津南,3.01E+15
3700,付3押1,2室1厅1卫,61平方米,南北,中层(共7层),精装修,普通住宅,寿安里,和平 新兴街,3.11E+15
750,付3押1,3室1厅1卫,16平方米,朝南,低层(共10层),精装修, ,碧水家园A区,西青 侯台,2.64E+15
1100,年付押1,2室1厅1卫,58平方米,南北,共4层,简单装修,普通住宅,团结里(大港),大港 海滨,3.11E+15
1200,付3押1,1室1厅1卫,56平方米,南北,高层(共6层),简单装修,普通住宅,普天东里,北辰 北仓,3.11E+15
1500,付3押1,1室1厅1卫,35平方米,朝西,高层(共8层),简单装修,普通住宅,元兴新里,河西 桃园街,3.11E+15
2300,面议,3室2厅1卫,105.3平方米,南北,低层(共8层),精装修,普通住宅,正荣府,北辰 宜兴埠,3.11E+15
1800,付3押1,1室1厅1卫,25.9平方米,朝南,高层(共6层),简单装修,普通住宅,保康里,南开 万兴街,3.11E+15
1300,付3押1,2室1厅1卫,53平方米,南北,共4层,简单装修,普通住宅,青吉里, ,3.11E+15
600,付1押1,1室0厅1卫,26平方米,朝南,共3层, , ,远景庄园(别墅),塘沽 西大沽街,2.68E+15
1000,付3押1,2室1厅1卫,80.5平方米,朝南,高层(共6层),简单装修, ,安裕新村,蓟州 文昌街,3.02E+15
2500,付3押1,2室1厅1卫,66平方米,南北,中层(共6层),简单装修,普通住宅,红山里,河西 尖山路,3.11E+15
2000,付3押1,2室1厅1卫,60平方米,南北,中层(共6层),简单装修,普通住宅,向阳楼,河东 向阳楼,3.11E+15
5200,付3押1,3室1厅1卫,91平方米,南北,中层(共6层),精装修,普通住宅,前程里(河西),河西,3.11E+15
1500,面议,3室2厅1卫,140平方米,南北,中层(共7层),简单装修,普通住宅,泰合府,武清 黄庄街,3.11E+15
2600,付3押1,2室1厅1卫,100平方米,南北,中层(共6层),简单装修,普通住宅,金厦新都静溪园,西青 李七庄,3.11E+15
1800,付3押1,3室2厅2卫,123.1平方米,朝南,中层(共27层),精装修,普通住宅,天地源津九轩,津南 咸水沽,3.11E+15
2500,面议,1室1厅1卫,47平方米,朝西,高层(共6层),简单装修,普通住宅,航天北里,南开 学府街,3.11E+15
1700,付3押1,1室1厅1卫,24.9平方米,朝南,中层(共6层),精装修,普通住宅,健强里社区,河西 越秀路,3.11E+15
2650,付3押1,2室1厅1卫,65平方米,南北,高层(共6层),简单装修,普通住宅,风湖里,南开 学府街,3.11E+15
3700,付3押1,2室1厅1卫,67平方米,南北,中层(共6层),精装修,普通住宅,服务楼,河西 友谊路,3.11E+15
3700,付3押1,2室1厅1卫,67平方米,南北,中层(共6层),精装修,普通住宅,服务楼,河西 友谊路,3.11E+15
850,付3押1,1室1厅1卫,57平方米,朝南,低层(共18层),简单装修,普通住宅,津泊湾,静海 团泊镇,3.11E+15
1500,付3押1,3室2厅2卫,105平方米,朝南,中层(共7层),简单装修,普通住宅,禹洲御湖郡,静海 团泊镇,3.11E+15
3600,付3押1,3室1厅1卫,77平方米,朝南,高层(共6层),精装修,普通住宅,十二经路4号院,河东 大王庄,3.11E+15
1782,付1押1,1室1厅1卫,41平方米,朝南,低层(共6层),简单装修,普通住宅,元贺里,河北 鸿顺里街,3.11E+15
4100,面议,2室1厅1卫,55平方米,南北,低层(共6层),精装修,普通住宅,前程里(河西),河西,3.11E+15
1700,付3押1,1室1厅1卫,43.6平方米,朝南,低层(共6层),简单装修,普通住宅,富达里,河西 天塔,3.11E+15
1300,付3押1,2室1厅1卫,67平方米,朝南,低层(共30层),简单装修,普通住宅,和睦园,塘沽 西大沽街,3.11E+15
3100,面议,2室1厅1卫,56平方米,朝南,低层(共6层),精装修,普通住宅,卫华里(和平),和平,3.11E+15
1500,付3押1,1室1厅1卫,36.1平方米,朝南,高层(共6层),简单装修,普通住宅,金昌里小区,河东 大直沽,3.09E+15
1400,付3押1,1室1厅1卫,62平方米,朝南,中层(共22层),简单装修,普通住宅,荣悦园,北辰 青光,3.11E+15
2400,付3押1,2室1厅1卫,56平方米,朝北,中层(共14层),简单装修,普通住宅,安德公寓,河西 桃园街,3.11E+15
2000,付3押1,1室1厅1卫,51.2平方米,朝西,高层(共7层),简单装修,普通住宅,文静里,河西 马场道,3.11E+15
1700,付3押1,2室1厅1卫,53.8平方米,南北,共5层,简单装修,普通住宅,拜泉里, ,3.10E+15
1390,付3押1,3室1厅1卫,89平方米,朝南,中层(共22层),简单装修,普通住宅,鸿坤原乡郡,武清 杨村街,3.11E+15
