rent,deposit,layout,area,orientation,floor,decoration,type,compound,street,house_id
1500,付3押1,1室1厅1卫,44.2平方米,朝南,高层(共6层),简单装修,普通住宅,天琴里,河东 富民路,3.11E+15
900,付1押1,1室1厅1卫,43平方米,朝南,共5层,精装修,普通住宅,赤龙家园, ,3.11E+15
1300,付3押1,2室1厅1卫,93平方米,朝南,中层(共27层),简单装修,普通住宅,学仕府花园(滨海),滨海,3.11E+15
1700,付1押1,1室1厅1卫,35平方米,朝南,低层(共6层),简单装修,普通住宅,东海里,河西 小海地,3.11E+15
1400,付3押1,2室1厅1卫,77平方米,南北,低层(共21层),简单装修,普通住宅,仕名公寓,北辰 北仓,3.11E+15
1700,付3押1,3室1厅1卫,99平方米,南北,中层(共6层),简单装修,普通住宅,晨晖里,大港 迎宾街,3.11E+15
1350,付1押1,1室1厅1卫,37平方米,朝南,高层(共6层),简单装修,普通住宅,华江里,河西 小海地,3.11E+15
1190,付3押1,1室1厅1卫,30平方米,朝南,高层(共7层),简单装修,普通住宅,日方里,河北 鸿顺里街,3.11E+15
3000,付3押1,2室0厅1卫,65平方米,朝北,中层(共30层),简单装修,普通住宅,三义大厦小区,河西 大营门,3.11E+15
1400,付3押1,1室1厅1卫,48.7平方米,朝南,高层(共6层),精装修,普通住宅,青春南里,红桥 西沽街,3.11E+15
1500,付3押1,2室1厅1卫,57平方米,南北,高层(共6层),简单装修,普通住宅,风致里,河西 柳林,3.11E+15
1500,付3押1,2室1厅1卫,50平方米,朝南,高层(共6层),简单装修,普通住宅,昌图楼,红桥 咸阳北路街,3.11E+15
3800,付3押1,2室1厅1卫,52.3平方米,朝西,低层(共6层),精装修,普通住宅,信华里,和平 南营门,3.11E+15
1300,付3押1,1室1厅1卫,64.6平方米,朝南,中层(共16层),简单装修,普通住宅,五一阳光锦园,武清 杨村街,3.11E+15
1250,付3押1,3室1厅1卫,98平方米,朝南,低层(共18层),简单装修,普通住宅,盛泽园,北辰 青光,3.11E+15
1500,面议,1室1厅1卫,58.7平方米,朝西,高层(共7层),简单装修,普通住宅,盛源公寓,河北 宁园街,2.95E+15
1600,付3押1,1室1厅1卫,28平方米,南北,高层(共6层),简单装修,普通住宅,华莹里,河东 春华街,3.11E+15
1600,付3押1,1室1厅1卫,42平方米,南北,低层(共6层),简单装修,普通住宅,汶川里,南开 嘉陵道,3.11E+15
1400,付3押1,2室1厅1卫,90平方米,朝南,高层(共11层),简单装修,普通住宅,佳成苑,塘沽 胡家园街,3.10E+15
1800,付3押2,1室1厅1卫,22平方米,南北,共5层,精装修,普通住宅,服务楼, ,3.11E+15
1400,面议,2室2厅1卫,75平方米,朝南,中层(共16层),简单装修,普通住宅,蒲瑞祥园西区,武清 杨村街,3.07E+15
5000,付3押1,1室1厅1卫,40平方米,朝北,低层(共6层),精装修,普通住宅,明和里,河东 春华街,3.11E+15
1500,付3押1,1室1厅1卫,45平方米,南北,高层(共6层),简单装修,普通住宅,昆仑里(东丽),东丽,3.09E+15
1500,付3押1,2室1厅1卫,105平方米,朝南,高层(共6层),简单装修,普通住宅,引河北里,北辰 北仓,3.11E+15
1900,付1押1,1室1厅1卫,40平方米,朝南,低层(共6层),精装修,普通住宅,康华里,红桥 铃铛阁街,3.11E+15
1500,付3押1,1室1厅1卫,40平方米,朝南,高层(共6层),简单装修,普通住宅,前进新里,河东 向阳楼,3.11E+15
1400,付3押1,1室1厅1卫,35平方米,南北,共5层,精装修,普通住宅,双山里, ,3.11E+15
1500,付3押1,1室1厅1卫,48.3平方米,朝南,高层(共7层),简单装修,普通住宅,宜君北里,南开 向阳路,3.10E+15
1600,付3押1,2室1厅1卫,105平方米,南北,低层(共6层),简单装修,普通住宅,福苑里,大港 迎宾街,3.11E+15
3200,付3押1,3室2厅1卫,107.9平方米,南北,共5层,简单装修,普通住宅,尚丰水苑, ,3.11E+15
1000,面议,1室1厅1卫,72平方米,东西,低层(共16层),简单装修,普通住宅,碧玉家园,蓟州 文昌街,3.11E+15
4500,付3押1,2室1厅1卫,120平方米,南北,低层(共9层),简单装修,普通住宅,清新园,南开 万兴街,3.11E+15
4500,付3押1,2室1厅1卫,120平方米,南北,低层(共9层),简单装修,普通住宅,清新园,南开 万兴街,3.11E+15
1900,面议,1室1厅1卫,60平方米,东南,低层(共6层),简单装修,普通住宅,花溪苑,西青 中北,3.11E+15
1900,付3押1,2室2厅1卫,110.5平方米,南北,高层(共6层),简单装修,普通住宅,盛仓新苑炎黄园,北辰 集贤里,2.97E+15
3000,付3押1,2室1厅1卫,60平方米,朝南,高层(共7层),简单装修,普通住宅,源德里,南开 兴南街,3.11E+15
2900,面议,3室2厅2卫,140平方米,南北,中层(共7层),简单装修,普通住宅,雅居乐御宾府,津南 海河教育园区,3.11E+15
2300,付3押1,3室2厅1卫,98.7平方米,朝东,中层(共29层),精装修,普通住宅,正荣府,北辰 宜兴埠,3.07E+15
1800,付3押1,2室1厅1卫,60.2平方米,朝南,高层(共7层),简单装修,普通住宅,开云里,河北 王串场街,3.11E+15
1900,付3押1,1室1厅1卫,52平方米,朝南,高层(共6层),精装修,普通住宅,延长里,南开 向阳路,3.07E+15
1000,付3押1,2室1厅1卫,54平方米,南北,共4层,简单装修,普通住宅,双安里, ,3.11E+15
1200,面议,1室1厅1卫,40平方米,朝南,高层(共6层),简单装修,普通住宅,志成东里,河北 新开河街,3.11E+15
1500,付3押1,2室1厅1卫,60平方米,南北,共5层, , ,向阳楼, ,2.63E+15
2500,付3押1,2室1厅1卫,40平方米,朝南,低层(共6层),精装修,普通住宅,来福里文明小区,南开 八里台,3.11E+15
1500,付3押1,3室2厅2卫,109平方米,朝南,低层(共33层),简单装修,普通住宅,中海公园城尚湖苑,津南 津南八里台,3.06E+15
1900,付3押1,1室1厅1卫,61.5平方米,朝南,中层(共28层),简单装修,普通住宅,惠众家园,河西 小海地,3.11E+15
2000,付3押1,2室1厅1卫,88平方米,朝南,高层(共7层),简单装修,普通住宅,万隆桃香园,北辰 天穆,3.11E+15
1200,付3押1,1室1厅1卫,58.5平方米,朝南,低层(共29层),简单装修,普通住宅,国耀上河城,北辰 双街镇,3.11E+15
1500,付3押1,1室1厅1卫,50平方米,朝南,低层(共6层),简单装修,普通住宅,煤三宿舍,河西 梅江南,3.11E+15
1700,付3押1,1室1厅1卫,43平方米,朝南,中层(共7层),精装修,普通住宅,华光里,河东 春华街,3.11E+15
1300,付3押1,1室1厅1卫,61平方米,朝南,中层(共27层),简单装修,普通住宅,双青新家园荣康园,北辰 青光,3.11E+15
1100,付3押1,2室1厅1卫,56平方米,南北,低层(共6层),简单装修,普通住宅,建安里(滨海),滨海,3.11E+15
1600,面议,1室1厅1卫,45平方米,南北,高层(共6层),简单装修,普通住宅,易川里,南开 嘉陵道,3.11E+15
1700,付3押1,1室1厅1卫,42.7平方米,南北,中层(共11层),简单装修,普通住宅,河怡花园,红桥 咸阳北路街,3.11E+15
1600,付3押1,2室2厅1卫,83平方米,南北,共5层,简单装修,普通住宅,渤海石油蓝苑南区, ,3.11E+15
1900,付1押1,2室1厅1卫,80平方米,朝南,高层(共6层),简单装修,普通住宅,燕宇花园,西青 中北,3.11E+15
3300,付3押1,1室1厅1卫,48.8平方米,朝南,低层(共24层),精装修,普通住宅,三乐里,和平 新兴街,3.11E+15
1400,付3押1,2室1厅1卫,85平方米,朝南,高层(共27层),简单装修,普通住宅,学仕府花园(滨海),滨海,3.11E+15
1800,付3押1,1室1厅1卫,48平方米,朝南,高层(共6层),简单装修,普通住宅,川北里,南开 嘉陵道,3.11E+15
2500,付3押1,2室1厅1卫,42平方米,朝南,高层(共7层),简单装修,普通住宅,照湖里,南开 学府街,3.11E+15
900,付3押1,1室1厅1卫,39.8平方米,朝南,高层(共6层),精装修,普通住宅,讷河里,北辰 集贤里,3.11E+15
1800,付3押1,2室2厅1卫,96平方米,南北,共5层,简单装修,普通住宅,紫罗园, ,3.11E+15
800,付3押1,2室2厅1卫,89.9平方米,朝南,低层(共18层),简单装修,普通住宅,锦绣香江棕榈园,宝坻 大白街,3.11E+15
1500,付3押1,1室1厅1卫,42.5平方米,朝南,高层(共6层),精装修,普通住宅,佳春里,红桥 双环街,3.11E+15
1200,付3押1,2室1厅1卫,78平方米,南北,共5层,简单装修,普通住宅,人祥南里, ,3.11E+15
2300,付3押1,1室1厅1卫,34.9平方米,朝东,低层(共7层),精装修,普通住宅,宝德里,河西 大营门,3.11E+15
950,付1押1,1室1厅1卫,43平方米,朝南,低层(共6层),精装修,普通住宅,赤龙家园,西青 大寺,3.11E+15
1650,付3押1,1室1厅1卫,52平方米,朝南,中层(共46层),简单装修,普通住宅,滨海华贸中心,塘沽 大沽街,3.11E+15
2500,面议,2室1厅1卫,72平方米,南北,中层(共6层),简单装修,普通住宅,龙禧园,红桥 西沽街,3.11E+15
1000,年付押1,1室1厅1卫,67平方米,南北,中层(共28层),简单装修,普通住宅,友和里,东丽 大毕庄镇,3.11E+15
850,付3押1,1室1厅1卫,49平方米,朝南,中层(共18层),简单装修,普通住宅,津泊湾,静海 团泊镇,3.03E+15
2700,付3押1,3室2厅1卫,98.7平方米,朝东,中层(共29层),精装修,普通住宅,正荣府,北辰 宜兴埠,3.10E+15
1200,付3押1,2室1厅1卫,56平方米,南北,共4层,简单装修,普通住宅,六合里(滨海),大港 迎新街,3.11E+15
1700,付3押1,2室1厅1卫,66.4平方米,朝南,中层(共32层),简单装修,普通住宅,和盛苑,塘沽 渤海石油街,3.11E+15
1000,付3押1,1室1厅1卫,50.9平方米,朝南,高层(共6层),简单装修,普通住宅,城际美景,北辰 双街镇,3.09E+15
2500,付3押1,1室1厅1卫,35平方米,朝西,中层(共6层),精装修,普通住宅,兴河里小区,和平 新兴街,3.11E+15
1200,付3押1,2室1厅1卫,56平方米,南北,共4层,简单装修,普通住宅,前光里, ,3.11E+15
2400,付3押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,十五经路6号院, ,3.11E+15
1000,半年付,2室1厅1卫,55平方米,南北,共4层,简单装修,普通住宅,新兴西里(滨海),大港 大港周边,3.11E+15
1000,半年付押1,2室1厅1卫,106平方米,南北,低层(共17层),简单装修,普通住宅,钰鑫园,宝坻 海滨街,3.11E+15
1700,付3押1,1室1厅1卫,79.5平方米,南北,低层(共11层),毛坯,普通住宅,恒大悦湖公馆,塘沽 滨海高新区,3.11E+15
1850,付3押1,3室2厅1卫,116平方米,朝南,高层(共17层),简单装修, ,津南新城合力园,津南 咸水沽,3.01E+15
4550,付1押1,2室1厅1卫,106平方米,朝南,低层(共22层),简单装修,普通住宅,远洋新天地家园,河东 春华街,3.11E+15
2200,付3押1,3室1厅1卫,119.7平方米,南北,中层(共6层),毛坯,普通住宅,宏愿花园,塘沽 渤海石油街,3.11E+15
2000,付3押1,3室2厅1卫,109.4平方米,南北,低层(共18层),简单装修,普通住宅,都旺新城竹芳园,北辰 果园新村,3.11E+15
1800,付3押1,1室1厅1卫,27.4平方米,南北,高层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3.11E+15
2200,付3押1,1室1厅1卫,55.7平方米,朝南,高层(共13层),简单装修,普通住宅,龙德里,南开 万兴街,3.11E+15
2400,付3押1,2室1厅1卫,80.1平方米,南北,高层(共8层),精装修,普通住宅,金地艺城华府北润华庭,北辰 宜兴埠,3.05E+15
1100,付3押1,1室1厅1卫,54平方米,南北,共5层,简单装修,普通住宅,宝庆里, ,3.11E+15
1500,半年付押1,2室1厅1卫,92平方米,南北,低层(共11层),简单装修,普通住宅,鑫旺里,津南 辛庄,3.11E+15
2800,付3押1,2室1厅1卫,56平方米,南北,高层(共6层),精装修,普通住宅,澧新里,河西 尖山路,3.11E+15
2500,面议,2室1厅1卫,40平方米,南北,共5层,精装修,普通住宅,德元里, ,3.11E+15
1455,付3押1,1室1厅1卫,37平方米,南北,共5层,精装修,普通住宅,八段大楼, ,3.11E+15
1500,付3押1,2室1厅1卫,61平方米,南北,高层(共6层),简单装修,普通住宅,桃花园南里,红桥 丁字沽街,3.11E+15
1100,付3押1,2室1厅1卫,60平方米,东西,共5层,简单装修,普通住宅,高峰里, ,3.11E+15
2300,面议,2室1厅1卫,62.8平方米,朝南,共4层,精装修,普通住宅,凌研里, ,3.11E+15
2400,面议,1室1厅1卫,44.9平方米,朝南,中层(共7层),精装修,普通住宅,振河里,和平 新兴街,3.11E+15
3300,付3押1,2室2厅1卫,76.2平方米,南北,高层(共6层),精装修,普通住宅,凯立天香家园,南开 广开街,3.11E+15
1500,付3押1,1室1厅1卫,49平方米,朝南,低层(共6层),简单装修,普通住宅,小镇西西里瑞安里,西青 精武,3.11E+15
3600,付3押1,1室1厅1卫,50.1平方米,朝北,低层(共30层),精装修,普通住宅,明筑轩,和平 南市,3.11E+15
1800,付3押1,2室1厅1卫,109平方米,南北,中层(共6层),简单装修,普通住宅,都旺新城兰芳园,北辰 果园新村,3.11E+15
2500,付1押1,2室1厅1卫,64平方米,西北,高层(共6层),精装修,普通住宅,春华里(河东),河东,3.11E+15
1100,付3押1,1室1厅1卫,43.7平方米,东北,中层(共18层),简单装修,普通住宅,双街新家园,北辰 双街镇,3.08E+15
2100,付3押1,1室1厅1卫,61平方米,南北,高层(共6层),精装修,普通住宅,礼貌楼,红桥 西于庄街,3.11E+15
1800,付3押1,1室1厅1卫,30.2平方米,朝南,中层(共7层),精装修,普通住宅,级升里,南开 广开街,3.11E+15
1500,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,建安里(滨海),滨海,3.11E+15
1300,付3押1,2室1厅1卫,57平方米,南北,共4层,精装修,普通住宅,团结楼, ,3.11E+15
2700,付3押1,3室1厅1卫,105平方米,东南,高层(共13层),精装修,普通住宅,兰雅苑,东丽 新立镇,3.11E+15
1900,付3押1,2室1厅1卫,92平方米,朝南,高层(共28层),简单装修,普通住宅,悦海园,塘沽 解放路街,3.11E+15
1300,面议,2室2厅1卫,80平方米,南北,低层(共18层),简单装修,普通住宅,腾悦馨园,宝坻 宝平街,3.11E+15
3500,付3押1,2室1厅1卫,88平方米,南北,低层(共32层),简单装修,普通住宅,东北角艺术公寓,南开 鼓楼,3.11E+15
1300,付3押1,3室2厅1卫,107平方米,南北,高层(共26层),简单装修,普通住宅,富力新城观澜南苑,静海 团泊镇,3.11E+15
1200,付3押1,1室1厅1卫,37平方米,朝南,中层(共6层),简单装修,普通住宅,西邻村小区,塘沽 向阳街,3.11E+15
2500,付3押1,1室1厅1卫,40.6平方米,朝南,中层(共6层),精装修,普通住宅,大生里,和平 南营门,3.11E+15
1200,面议,2室1厅1卫,92平方米,朝南,高层(共6层),简单装修,普通住宅,平安里(武清),武清,3.11E+15
1800,付3押1,3室2厅1卫,97平方米,南北,中层(共28层),简单装修,普通住宅,鸿坤理想城澜境东苑,静海 团泊镇,3.11E+15
1800,付3押1,1室1厅1卫,34平方米,朝南,高层(共6层),精装修,普通住宅,久仰里(河西),河西,3.11E+15
2300,付3押1,2室2厅1卫,86平方米,朝南,低层(共32层),简单装修,普通住宅,华润中央公园香薇邸,津南 双港,3.08E+15
1200,付3押1,1室1厅1卫,39平方米,南北,共5层,简单装修,普通住宅,湘江里, ,3.11E+15
950,半年付,1室1厅1卫,45平方米,南北,高层(共6层),精装修,普通住宅,红云新里,北辰 集贤里,3.10E+15
2800,付3押1,2室1厅1卫,75.4平方米,朝东,高层(共7层),精装修,普通住宅,昆宏里,河北 望海楼街,3.11E+15
1500,付3押1,1室1厅1卫,50平方米,南北,中层(共7层),简单装修,普通住宅,民泰里,塘沽 解放路街,3.11E+15
1800,面议,2室1厅1卫,60平方米,朝南,中层(共12层),简单装修,普通住宅,水溪苑,西青 中北,3.11E+15
1700,付3押1,1室1厅1卫,28平方米,朝南,中层(共6层),精装修,普通住宅,雅安东里,南开 嘉陵道,3.11E+15
2000,付3押1,2室1厅1卫,90.9平方米,南北,中层(共33层),简单装修,普通住宅,四季风情,塘沽 新河街,3.11E+15
1200,付3押1,1室1厅1卫,25.2平方米,朝南,中层(共17层),简单装修,普通住宅,城市之星大厦,河东 春华街,3.11E+15
2700,付3押1,3室2厅1卫,95平方米,南北,高层(共18层),精装修,普通住宅,宸宜花园,北辰 普东街,3.11E+15
1300,付1押1,1室1厅1卫,35平方米,朝南,低层(共6层),简单装修,普通住宅,东海里,河西 小海地,3.11E+15
3100,付3押1,2室1厅1卫,77.5平方米,南北,高层(共18层),简单装修,普通住宅,水郡花园,南开 长虹街,3.11E+15
2200,付3押1,2室1厅1卫,90平方米,南北,共5层,简单装修,普通住宅,智达里, ,3.11E+15
3000,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),精装修,普通住宅,浦口西里,河西 桃园街,3.11E+15
2600,付3押1,1室1厅1卫,60.5平方米,朝东,低层(共50层),精装修,普通住宅,诚基中心国际公寓,和平 体育馆,3.11E+15
2400,付3押1,2室2厅1卫,94平方米,南北,低层(共10层),简单装修,普通住宅,荷塘悦色,西青 杨柳青,3.11E+15
2200,付3押1,2室1厅1卫,101.1平方米,南北,低层(共6层),简单装修,普通住宅,景欣苑,东丽 津塘路,3.11E+15
1800,付3押1,1室1厅1卫,38平方米,朝北,中层(共13层),简单装修,普通住宅,卫安南里,南开 广开街,3.08E+15
2500,付3押1,2室2厅3卫,108平方米,南北,共3层,简单装修,普通住宅,伍e岛橡树岛, ,3.11E+15
1200,面议,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,御和新苑,津南 北闸口,3.11E+15
2300,付3押1,2室1厅1卫,107平方米,南北,高层(共17层),简单装修,普通住宅,福汇园,大港 世纪大道,3.11E+15
1900,付3押1,1室1厅1卫,36.6平方米,朝南,中层(共7层),精装修,普通住宅,白云里,河西 越秀路,3.11E+15
2200,面议,2室2厅1卫,90平方米,朝南,低层(共33层),简单装修,普通住宅,津南新城合雅园,津南 咸水沽,3.11E+15
1200,付3押1,2室1厅1卫,83.8平方米,朝南,高层(共6层),精装修,普通住宅,红霞里(津南),津南,3.11E+15
2100,付3押1,3室2厅2卫,125平方米,南北,中层(共6层),简单装修,普通住宅,莱茵小镇美林苑,西青 杨柳青,3.11E+15
1600,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,风采南里,红桥 丁字沽街,3.11E+15
1400,付3押1,1室1厅1卫,24.7平方米,朝南,低层(共6层),精装修,普通住宅,桂江里(河西),河西,3.11E+15
1100,面议,2室1厅1卫,65平方米,朝南,高层(共28层),简单装修,普通住宅,美域新城,蓟州 渔阳镇,3.11E+15
1400,付3押1,1室1厅1卫,59.3平方米,朝南,高层(共28层),毛坯,普通住宅,增兴家园,东丽 万新街,3.11E+15
1100,面议,2室2厅1卫,95平方米,朝南,低层(共17层),简单装修,普通住宅,潮阳花园,宝坻 钰华街,3.11E+15
1200,付3押1,2室2厅1卫,82平方米,朝南,高层(共26层),简单装修,普通住宅,欣华苑,塘沽 北塘街,3.11E+15
2500,年付,2室2厅1卫,96平方米,朝南,低层(共27层),简单装修,普通住宅,保利海棠湾,武清 杨村街,3.11E+15
2400,付3押1,2室1厅1卫,80.4平方米,南北,低层(共30层),简单装修,普通住宅,和苑梦和园,红桥 西营门街,3.11E+15
1300,面议,2室1厅1卫,65平方米,南北,共5层,简单装修,普通住宅,新兴西里(滨海),大港 大港周边,3.11E+15
2600,付3押1,3室2厅1卫,114.8平方米,南北,高层(共6层),精装修,普通住宅,景欣苑,东丽 津塘路,3.11E+15
1200,付3押1,2室1厅1卫,84平方米,朝南,低层(共24层),简单装修,普通住宅,欣华苑,塘沽 北塘街,3.11E+15
2000,付3押1,1室1厅1卫,34.3平方米,朝南,低层(共7层),精装修,普通住宅,雅云里,南开 长虹街,3.09E+15
1700,付3押1,1室1厅1卫,47平方米,朝北,中层(共28层),简单装修, ,北宁湾宁宇家园(商住楼),商住楼,3.11E+15
1700,付3押1,1室1厅1卫,47平方米,朝北,低层(共33层),简单装修, ,北宁湾宁宇家园(商住楼),商住楼,3.11E+15
3450,付3押1,2室1厅1卫,109平方米,南北,中层(共6层),精装修,普通住宅,雅兰园,河东 上杭路,3.11E+15
2000,面议,2室1厅1卫,90平方米,南北,低层(共28层),精装修,其他,富力桃园天富园,津南 双港,3.11E+15
1300,付3押1,1室1厅1卫,60平方米,朝南,高层(共23层),简单装修,普通住宅,荣业园,北辰 青光,3.11E+15
1500,半年付,2室1厅1卫,83平方米,南北,高层(共18层),简单装修,普通住宅,香江广场,武清 杨村街,3.11E+15
2000,付3押1,1室1厅1卫,67平方米,朝南,中层(共9层),简单装修,普通住宅,慧景园,河北 新开河街,3.11E+15
1800,付3押1,2室2厅1卫,93平方米,南北,中层(共11层),简单装修,普通住宅,莱茵小镇美林苑,西青 杨柳青,3.06E+15
3200,付3押1,1室0厅1卫,58.9平方米,朝南,中层(共30层),精装修,普通住宅,新文化花园新景居,和平 南市,3.11E+15
5000,付3押1,3室1厅1卫,96平方米,朝南,中层(共30层),精装修,普通住宅,新文化花园新景居,和平 南市,3.11E+15
2200,付3押1,2室1厅1卫,98平方米,南北,高层(共7层),精装修,普通住宅,玉容花园,河北 王串场街,3.11E+15
1000,年付,1室1厅1卫,63平方米,朝南,低层(共25层),简单装修,普通住宅,碧玉家园,蓟州 文昌街,3.11E+15
1100,半年付,1室1厅1卫,50平方米,南北,中层(共6层),简单装修,普通住宅,育才里(津南),津南,3.07E+15
3800,付3押1,2室1厅1卫,99.7平方米,朝南,中层(共14层),精装修,普通住宅,金云里小区,南开 天拖南,3.11E+15
3700,付3押1,2室1厅1卫,57.9平方米,朝南,高层(共7层),精装修,普通住宅,敬重里,河西 下瓦房,3.11E+15
1350,付3押1,2室1厅1卫,64.4平方米,朝南,高层(共24层),简单装修,普通住宅,沽上江南,津南 咸水沽,3.11E+15
1300,付3押1,1室1厅1卫,30.1平方米,朝南,低层(共6层),精装修,普通住宅,泗阳里,河北 建昌道街,3.11E+15
5500,付3押1,3室1厅1卫,109平方米,南北,低层(共17层),精装修,普通住宅,南开1911,南开 嘉陵道,3.10E+15
4000,付3押1,4室2厅2卫,173.8平方米,南北,中层(共28层),精装修,普通住宅,富力桃园天富园,津南 双港,3.11E+15
4500,付3押1,4室2厅2卫,173平方米,南北,中层(共28层),精装修,普通住宅,富力桃园天富园,津南 双港,3.06E+15
3000,付3押1,2室1厅1卫,55.3平方米,西北,高层(共20层),精装修,公寓,红星国际星品大厦,河东 上杭路,3.11E+15
800,半年付,3室1厅1卫,89平方米,南北,高层(共17层),精装修,普通住宅,紫溪花园,宝坻 潮阳街,3.11E+15
3000,付3押1,1室1厅1卫,72平方米,南北,高层(共24层),精装修,普通住宅,丰盛园,河东 大王庄,3.11E+15
3600,付3押1,2室1厅1卫,97平方米,东南,高层(共33层),简单装修,普通住宅,北宁湾宁宇家园,河北 铁东路街,3.03E+15
5800,付3押1,2室1厅1卫,66平方米,西南,高层(共31层),精装修,普通住宅,宜天花园(和平时光),和平时光,3.10E+15
1900,付1押1,1室1厅1卫,33平方米,朝南,高层(共6层),精装修,普通住宅,盈江里,南开 天拖南,3.11E+15
2300,付3押1,2室1厅1卫,78平方米,朝南,中层(共6层),简单装修,普通住宅,商检公寓,开发区 第三大街,3.11E+15
1400,付3押1,1室1厅1卫,33.5平方米,朝西,高层(共6层),精装修,普通住宅,福山里,东丽 津塘路,3.11E+15
3600,付3押1,2室1厅1卫,58平方米,南北,低层(共7层),精装修,普通住宅,广田里,河西 大营门,3.11E+15
3500,付3押1,3室1厅1卫,96平方米,南北,低层(共7层),精装修,普通住宅,融秋园,东丽 张贵庄街,3.11E+15
